Kimlik,Tür,"Stok kodu (SKU)","GTIN, UPC, EAN veya ISBN",İsim,Yayımlanmış,"Öne çıkan?","Katalogda görünürlük","Kısa açıklama",Açıklama,"İndirimli fiyatın başladığı tarih","İndirimli fiyatın bittiği tarih","Vergi durumu","Vergi sınıfı",Stokta?,Stok,"Düşük stok miktarı","Ön Siparişe İzin Ver?","Ayrı ayrı mı satılıyor?","Ağırlık (kg)","Uzunluk (cm)","Genişlik (cm)","Yükseklik (cm)","Müşteri değerlendirmelerine izin verilsin mi?","Satın alma notu","İndirimli satış fiyatı","Normal fiyat",Kategoriler,Etiketler,"Gönderim sınıfı",Görseller,"İndirme sınırı","İndirme sona erme günü",Ebeveyn,"Gruplanmış ürünler","Yukarı satışlar","Çapraz satışlar","Harici URL","Düğme metni",Konum,Markalar,"Blocksy Custom Data","Blocksy Variation Images","Nitelik 1 ismi","Nitelik 1 değer(ler)i","Nitelik 1 görünür","Nitelik 1 genel"
708,variation,"P1200-S2 - 40",,"Bayyıldız Günlük Ayakkabı – Model P1200 - 40",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3590,,,,,,,P1200-S2,,,,,,0,,,,Numara,40,,0
709,variation,"P1200-S2 - 41",,"Bayyıldız Günlük Ayakkabı – Model P1200 - 41",1,0,visible,,,,,taxable,,1,4,,0,0,,,,,0,,,3590,,,,,,,P1200-S2,,,,,,0,,,,Numara,41,,0
710,variation,"P1200-S2 - 42",,"Bayyıldız Günlük Ayakkabı – Model P1200 - 42",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3590,,,,,,,P1200-S2,,,,,,0,,,,Numara,42,,0
711,variation,"P1200-S2 - 43",,"Bayyıldız Günlük Ayakkabı – Model P1200 - 43",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3590,,,,,,,P1200-S2,,,,,,0,,,,Numara,43,,0
712,variation,"P1200-S2 - 44",,"Bayyıldız Günlük Ayakkabı – Model P1200 - 44",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3590,,,,,,,P1200-S2,,,,,,0,,,,Numara,44,,0
713,variation,"P1200-S2 - 45",,"Bayyıldız Günlük Ayakkabı – Model P1200 - 45",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3590,,,,,,,P1200-S2,,,,,,0,,,,Numara,45,,0
714,variation,"P1200-S2 - 46",,"Bayyıldız Günlük Ayakkabı – Model P1200 - 46",0,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3590,,,,,,,P1200-S2,,,,,,0,,,,Numara,46,,0
715,variation,"P13243-S4 - 38",,"Bayyıldız Günlük Ayakkabı – Model P13243 - 38",0,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3590,0",,,,,,,P13243-S4,,,,,,0,,,,Numara,38,,0
716,variation,"P13243-S4 - 39",,"Bayyıldız Günlük Ayakkabı – Model P13243 - 39",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3590,0",,,,,,,P13243-S4,,,,,,0,,,,Numara,39,,0
717,variation,"P13243-S4 - 40",,"Bayyıldız Günlük Ayakkabı – Model P13243 - 40",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3590,0",,,,,,,P13243-S4,,,,,,0,,,,Numara,40,,0
718,variable,P132470-S1,,"Bayyıldız Günlük Ayakkabı – Model P132470",1,0,visible,"Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı.","Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,"Günlük, Klasik",,,"https://bayyildiz.com/wp-content/uploads/2026/01/P132470-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P132470-2.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
719,variation,"P13243-S4 - 41",,"Bayyıldız Günlük Ayakkabı – Model P13243 - 41",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3590,0",,,,,,,P13243-S4,,,,,,0,,,,Numara,41,,0
720,variation,"P13243-S4 - 42",,"Bayyıldız Günlük Ayakkabı – Model P13243 - 42",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3590,0",,,,,,,P13243-S4,,,,,,0,,,,Numara,42,,0
721,variation,"P13243-S4 - 43",,"Bayyıldız Günlük Ayakkabı – Model P13243 - 43",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3590,0",,,,,,,P13243-S4,,,,,,0,,,,Numara,43,,0
722,variation,"P13243-S4 - 44",,"Bayyıldız Günlük Ayakkabı – Model P13243 - 44",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3590,0",,,,,,,P13243-S4,,,,,,0,,,,Numara,44,,0
723,variation,"P13243-S4 - 45",,"Bayyıldız Günlük Ayakkabı – Model P13243 - 45",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3590,0",,,,,,,P13243-S4,,,,,,0,,,,Numara,45,,0
724,variation,"P13243-S4 - 46",,"Bayyıldız Günlük Ayakkabı – Model P13243 - 46",0,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3590,0",,,,,,,P13243-S4,,,,,,0,,,,Numara,46,,0
733,variation,"P132470-S1 - 38",,"Bayyıldız Günlük Ayakkabı – Model P132470 - 38",0,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,P132470-S1,,,,,,0,,,,Numara,38,,0
734,variation,"P132470-S1 - 39",,"Bayyıldız Günlük Ayakkabı – Model P132470 - 39",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,P132470-S1,,,,,,0,,,,Numara,39,,0
735,variation,"P132470-S1 - 40",,"Bayyıldız Günlük Ayakkabı – Model P132470 - 40",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3990,,,,,,,P132470-S1,,,,,,0,,,,Numara,40,,0
736,variation,"P132470-S1 - 41",,"Bayyıldız Günlük Ayakkabı – Model P132470 - 41",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3990,,,,,,,P132470-S1,,,,,,0,,,,Numara,41,,0
737,variation,"P132470-S1 - 42",,"Bayyıldız Günlük Ayakkabı – Model P132470 - 42",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3990,,,,,,,P132470-S1,,,,,,0,,,,Numara,42,,0
738,variation,"P132470-S1 - 43",,"Bayyıldız Günlük Ayakkabı – Model P132470 - 43",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3990,,,,,,,P132470-S1,,,,,,0,,,,Numara,43,,0
739,variation,"P132470-S1 - 44",,"Bayyıldız Günlük Ayakkabı – Model P132470 - 44",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3990,,,,,,,P132470-S1,,,,,,0,,,,Numara,44,,0
740,variation,"P132470-S1 - 45",,"Bayyıldız Günlük Ayakkabı – Model P132470 - 45",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,P132470-S1,,,,,,0,,,,Numara,45,,0
741,variation,"P132470-S1 - 46",,"Bayyıldız Günlük Ayakkabı – Model P132470 - 46",0,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,P132470-S1,,,,,,0,,,,Numara,46,,0
742,variable,P1615-K1,,"Bayyıldız Günlük Ayakkabı – Model P1615",1,0,visible,"Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı.","Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,"Günlük, Klasik",,,"https://bayyildiz.com/wp-content/uploads/2026/01/P1615-6.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P1615-7.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P1615-8.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
743,variable,P1615-L1,,"Bayyıldız Günlük Ayakkabı – Model P1615",1,0,visible,"Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı.","Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,"Günlük, Klasik",,,"https://bayyildiz.com/wp-content/uploads/2026/01/P1615-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P1615-2.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P1615-3.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
744,variation,"P1615-K1 - 38",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 38",0,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1615-K1,,,,,,0,,,,Numara,38,,0
745,variation,"P1615-K1 - 39",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 39",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1615-K1,,,,,,0,,,,Numara,39,,0
746,variation,"P1615-K1 - 40",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 40",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1615-K1,,,,,,0,,,,Numara,40,,0
747,variation,"P1615-K1 - 41",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 41",1,0,visible,,,,,taxable,,1,6,,0,0,,,,,0,,,3790,,,,,,,P1615-K1,,,,,,0,,,,Numara,41,,0
748,variation,"P1615-K1 - 42",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 42",1,0,visible,,,,,taxable,,1,7,,0,0,,,,,0,,,3790,,,,,,,P1615-K1,,,,,,0,,,,Numara,42,,0
749,variation,"P1615-K1 - 43",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 43",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1615-K1,,,,,,0,,,,Numara,43,,0
750,variation,"P1615-K1 - 44",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 44",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1615-K1,,,,,,0,,,,Numara,44,,0
751,variation,"P1615-K1 - 45",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 45",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1615-K1,,,,,,0,,,,Numara,45,,0
752,variation,"P1615-K1 - 46",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 46",0,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1615-K1,,,,,,0,,,,Numara,46,,0
753,variation,"P1615-L1 - 38",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 38",0,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1615-L1,,,,,,0,,,,Numara,38,,0
754,variation,"P1615-L1 - 39",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 39",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1615-L1,,,,,,0,,,,Numara,39,,0
755,variation,"P1615-L1 - 40",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 40",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1615-L1,,,,,,0,,,,Numara,40,,0
756,variation,"P1615-L1 - 41",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 41",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1615-L1,,,,,,0,,,,Numara,41,,0
757,variation,"P1615-L1 - 42",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 42",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1615-L1,,,,,,0,,,,Numara,42,,0
758,variation,"P1615-L1 - 43",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 43",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1615-L1,,,,,,0,,,,Numara,43,,0
759,variation,"P1615-L1 - 44",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 44",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1615-L1,,,,,,0,,,,Numara,44,,0
760,variation,"P1615-L1 - 45",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 45",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1615-L1,,,,,,0,,,,Numara,45,,0
761,variation,"P1615-L1 - 46",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 46",0,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1615-L1,,,,,,0,,,,Numara,46,,0
762,variable,P1615-S1,,"Bayyıldız Günlük Ayakkabı – Model P1615",1,0,visible,"Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı.","Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,"Günlük, Klasik",,,"https://bayyildiz.com/wp-content/uploads/2026/01/P1615-5.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P1615-4.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
771,variation,"P1615-S1 - 38",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 38",0,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,"3790,0",,,,,,,P1615-S1,,,,,,0,,,,Numara,38,,0
772,variation,"P1615-S1 - 39",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 39",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1615-S1,,,,,,0,,,,Numara,39,,0
773,variation,"P1615-S1 - 40",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 40",1,0,visible,,,,,taxable,,1,5,,0,0,,,,,0,,,3790,,,,,,,P1615-S1,,,,,,0,,,,Numara,40,,0
774,variation,"P1615-S1 - 41",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 41",1,0,visible,,,,,taxable,,1,9,,0,0,,,,,0,,,3790,,,,,,,P1615-S1,,,,,,0,,,,Numara,41,,0
775,variation,"P1615-S1 - 42",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 42",1,0,visible,,,,,taxable,,1,10,,0,0,,,,,0,,,3790,,,,,,,P1615-S1,,,,,,0,,,,Numara,42,,0
776,variation,"P1615-S1 - 43",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 43",1,0,visible,,,,,taxable,,1,6,,0,0,,,,,0,,,3790,,,,,,,P1615-S1,,,,,,0,,,,Numara,43,,0
777,variation,"P1615-S1 - 44",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 44",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1615-S1,,,,,,0,,,,Numara,44,,0
778,variation,"P1615-S1 - 45",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 45",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1615-S1,,,,,,0,,,,Numara,45,,0
779,variation,"P1615-S1 - 46",,"Bayyıldız Günlük Ayakkabı – Model P1615 - 46",0,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1615-S1,,,,,,0,,,,Numara,46,,0
780,variable,P1616-K1,,"Bayyıldız Günlük Ayakkabı – Model P1616",1,0,visible,"Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı.","Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,"Günlük, Klasik",,,"https://bayyildiz.com/wp-content/uploads/2026/01/P1616-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P1616-2.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P1616-3.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
781,variable,P1616-S1,,"Bayyıldız Günlük Ayakkabı – Model P1616",1,0,visible,"Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı.","Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,"Günlük, Klasik",,,"https://bayyildiz.com/wp-content/uploads/2026/01/p1616hm-scaled.jpg, https://bayyildiz.com/wp-content/uploads/2026/01/P1616-5.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P1616-4.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
782,variable,P1616-S6,,"Bayyıldız Günlük Ayakkabı – Model P1616",1,0,visible,"Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı.","Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek ayakkabı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,"Günlük, Klasik",,,"https://bayyildiz.com/wp-content/uploads/2026/01/P1616-6.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P1616-7.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
783,variation,"P1616-K1 - 38",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 38",0,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,"3790,0",,,,,,,P1616-K1,,,,,,0,,,,Numara,38,,0
784,variation,"P1616-K1 - 39",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 39",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1616-K1,,,,,,0,,,,Numara,39,,0
785,variation,"P1616-K1 - 40",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 40",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1616-K1,,,,,,0,,,,Numara,40,,0
786,variation,"P1616-K1 - 41",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 41",1,0,visible,,,,,taxable,,1,6,,0,0,,,,,0,,,3790,,,,,,,P1616-K1,,,,,,0,,,,Numara,41,,0
787,variation,"P1616-K1 - 42",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 42",1,0,visible,,,,,taxable,,1,4,,0,0,,,,,0,,,3790,,,,,,,P1616-K1,,,,,,0,,,,Numara,42,,0
788,variation,"P1616-K1 - 43",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 43",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1616-K1,,,,,,0,,,,Numara,43,,0
789,variation,"P1616-K1 - 44",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 44",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1616-K1,,,,,,0,,,,Numara,44,,0
790,variation,"P1616-K1 - 45",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 45",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1616-K1,,,,,,0,,,,Numara,45,,0
791,variation,"P1616-K1 - 46",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 46",0,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1616-K1,,,,,,0,,,,Numara,46,,0
792,variation,"P1616-S1 - 38",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 38",0,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3790,0",,,,,,,P1616-S1,,,,,,0,,,,Numara,38,,0
793,variation,"P1616-S1 - 39",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 39",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1616-S1,,,,,,0,,,,Numara,39,,0
794,variation,"P1616-S1 - 40",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 40",1,0,visible,,,,,taxable,,1,4,,0,0,,,,,0,,,3790,,,,,,,P1616-S1,,,,,,0,,,,Numara,40,,0
795,variation,"P1616-S1 - 41",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 41",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,"3790,0",,,,,,,P1616-S1,,,,,,0,,,,Numara,41,,0
796,variation,"P1616-S1 - 42",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 42",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1616-S1,,,,,,0,,,,Numara,42,,0
797,variation,"P1616-S1 - 43",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 43",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1616-S1,,,,,,0,,,,Numara,43,,0
798,variation,"P1616-S1 - 44",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 44",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1616-S1,,,,,,0,,,,Numara,44,,0
799,variation,"P1616-S1 - 45",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 45",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1616-S1,,,,,,0,,,,Numara,45,,0
800,variation,"P1616-S1 - 46",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 46",0,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1616-S1,,,,,,0,,,,Numara,46,,0
808,variation,"P1616-S6 - 38",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 38",0,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1616-S6,,,,,,0,,,,Numara,38,,0
809,variation,"P1616-S6 - 39",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 39",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3790,,,,,,,P1616-S6,,,,,,0,,,,Numara,39,,0
810,variation,"P1616-S6 - 40",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 40",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,"3790,0",,,,,,,P1616-S6,,,,,,0,,,,Numara,40,,0
811,variation,"P1616-S6 - 41",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 41",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1616-S6,,,,,,0,,,,Numara,41,,0
812,variation,"P1616-S6 - 42",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 42",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1616-S6,,,,,,0,,,,Numara,42,,0
813,variation,"P1616-S6 - 43",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 43",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1616-S6,,,,,,0,,,,Numara,43,,0
814,variation,"P1616-S6 - 44",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 44",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1616-S6,,,,,,0,,,,Numara,44,,0
815,variation,"P1616-S6 - 45",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 45",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3790,,,,,,,P1616-S6,,,,,,0,,,,Numara,45,,0
816,variation,"P1616-S6 - 46",,"Bayyıldız Günlük Ayakkabı – Model P1616 - 46",0,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3790,,,,,,,P1616-S6,,,,,,0,,,,Numara,46,,0
817,variable,P2013-S2,,"Bayyıldız Günlük Ayakkabı – Model P2013",1,0,visible,"Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek bot.","Dana derisinden üretilmiş, iç ve dış yüzeyi hakiki deri olan, eva tabanlı dayanıklı erkek bot. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,"Günlük, Klasik",,,"https://bayyildiz.com/wp-content/uploads/2026/01/P2013-S2.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P2013-S2-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/P2013-S2-2.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
